Country,City,Dish Name,Dish Details,Type,Avg Price (USD),Best For
Malta,Marsaxlokk,Aljotta,Fish soup with garlic and lemon,Main Dish,7,Lunch
Malta,Marsaxlokk,Ħobż biż-Żejt,Bread with tuna and capers,Street Food,3,Lunch
Malta,Marsaxlokk,Pastizzi,Flaky pastry with ricotta,Street Food,1,Snack
Malta,Marsaxlokk,Qagħaq tal-Għasel,Treacle-filled rings,Dessert,2,Snack
Malta,Marsaxlokk,Bigilla,Broad bean dip,Appetizer,3,Snack
Malta,Marsaxlokk,Kannoli,Ricotta-filled pastry,Dessert,3,Snack
Malta,Mdina,Fenek Moqli,Fried rabbit with garlic,Main Dish,9,Dinner
Malta,Mdina,Timpana,Pasta pie with meat sauce,Main Dish,9,Dinner
Malta,Mdina,Imqarrun il-Forn,Baked macaroni with ragù,Main Dish,8,Lunch
Malta,Mdina,Kapunata,Maltese ratatouille,Appetizer,4,Lunch
Malta,Mdina,Soppa tal-Armla,Vegetable soup with cheese,Main Dish,6,Lunch
Malta,Mdina,Pastizzi,Ricotta or pea-filled pastry,Street Food,1,Snack
Malta,Mdina,Qagħaq tal-Għasel,Honey rings with spiced treacle,Dessert,2,Snack
Malta,Mdina,Ġbejniet,Traditional Maltese cheese,Appetizer,4,Snack
Malta,Mdina,Imqaret,Deep-fried date pastries,Dessert,2,Snack
Malta,Mellieħa,Lampuki Pie,Dolphinfish pie with vegetables,Main Dish,10,Dinner
Malta,Mellieħa,Stuffat tal-Qarnit,Octopus stew,Main Dish,9,Dinner
Malta,Mellieħa,Zalzett Malti,Maltese sausage with herbs,Main Dish,5,Dinner
Malta,Mellieħa,Ħobż biż-Żejt,Bread with tuna and olives,Street Food,3,Lunch
Malta,Mellieħa,Aljotta,Garlicky fish soup,Main Dish,7,Lunch
Malta,Mellieħa,Pastizzi,Ricotta or pea-filled pastry,Street Food,1,Snack
Malta,Mellieħa,Qagħaq tal-Għasel,Honey rings,Dessert,2,Snack
Malta,Mellieħa,Bigilla,Broad bean pate,Appetizer,3,Snack
Malta,Mellieħa,Kannoli,Fried pastry with ricotta,Dessert,3,Snack
Malta,Rabat,Stuffat tal-Fenek,Rabbit stew with red wine,Main Dish,10,Dinner
Malta,Rabat,Lampuki Pie,Fish pie with seasonal dolphinfish,Main Dish,10,Dinner
Malta,Rabat,Ħobż biż-Żejt,Bread with tomato and tuna,Street Food,3,Lunch
Malta,Rabat,Aljotta,Fish soup with herbs,Main Dish,7,Lunch
Malta,Rabat,Pastizzi,Flaky pastry with ricotta or peas,Street Food,1,Snack
Malta,Rabat,Qassatat,Round pastry with cheese or peas,Street Food,2,Snack
Malta,Rabat,Kannoli,Ricotta-filled fried pastry,Dessert,3,Snack
Malta,Rabat,Bigilla,Broad bean dip with olive oil,Appetizer,3,Snack
Malta,Rabat,Kwareżimal,Almond biscuit for Lent,Dessert,2,Snack
Malta,Sliema,Lampuki Pie,Dolphinfish pie with vegetables,Main Dish,10,Dinner
Malta,Sliema,Bragioli,Beef rolls with breadcrumbs and egg,Main Dish,9,Dinner
Malta,Sliema,Ftira,"Flatbread with tuna, capers, and olives",Street Food,4,Lunch
Malta,Sliema,Kapunata,Vegetable stew with eggplant and peppers,Appetizer,4,Lunch
Malta,Sliema,Soppa tal-Armla,Widow’s soup with vegetables and cheese,Main Dish,6,Lunch
Malta,Sliema,Pastizzi,Flaky pastry with ricotta or peas,Street Food,1,Snack
Malta,Sliema,Imqaret,Fried date pastries,Dessert,2,Snack
Malta,Sliema,Ġbejniet,"Goat or sheep cheese, fresh or dried",Appetizer,4,Snack
Malta,Sliema,Kwareżimal,Lenten almond biscuit,Dessert,2,Snack
Malta,St. Julian’s,Stuffat tal-Fenek,Slow-cooked rabbit stew,Main Dish,10,Dinner
Malta,St. Julian’s,Torta tal-Lampuki,Fish pie with dolphinfish,Main Dish,10,Dinner
Malta,St. Julian’s,Zalzett Malti,Maltese sausage with coriander,Main Dish,5,Dinner
Malta,St. Julian’s,Ħobż biż-Żejt,Bread with olive oil and tuna,Street Food,3,Lunch
Malta,St. Julian’s,Aljotta,Garlicky fish soup,Main Dish,7,Lunch
Malta,St. Julian’s,Pastizzi,Flaky pastry with ricotta or peas,Street Food,1,Snack
Malta,St. Julian’s,Qagħaq tal-Għasel,Treacle-filled honey rings,Dessert,2,Snack
Malta,St. Julian’s,Kannoli,Ricotta-filled pastry,Dessert,3,Snack
Malta,St. Julian’s,Bigilla,Broad bean pate with bread,Appetizer,3,Snack
Malta,Valletta,Stuffat tal-Fenek,"Rabbit stew with wine, garlic, and tomatoes",Main Dish,10,Dinner
Malta,Valletta,Timpana,Pasta pie with ragù encased in pastry,Main Dish,9,Dinner
Malta,Valletta,Imqarrun il-Forn,Baked macaroni with meat sauce and egg,Main Dish,8,Lunch
Malta,Valletta,Ħobż biż-Żejt,"Bread with tomato paste, tuna, and olive oil",Street Food,3,Lunch
Malta,Valletta,Aljotta,Fish soup with garlic and tomatoes,Main Dish,7,Lunch
Malta,Valletta,Pastizzi,Flaky pastry with ricotta or mushy peas,Street Food,1,Snack
Malta,Valletta,Qagħaq tal-Għasel,Honey rings with treacle filling,Dessert,2,Snack
Malta,Valletta,Bigilla,Broad bean dip with garlic and herbs,Appetizer,3,Snack
Malta,Valletta,Kannoli,Fried pastry tubes with ricotta filling,Dessert,3,Snack
Malta,Victoria (Gozo,Pastizzi,Ricotta or pea-filled pastry,Street Food,1,Snack
Malta,Victoria (Gozo),Stuffat tal-Qarnit,Octopus stew with tomatoes,Main Dish,9,Dinner
Malta,Victoria (Gozo),Ravjul bil-Ġbejna,Ravioli with Gozo cheese,Main Dish,8,Dinner
Malta,Victoria (Gozo),Ftira Għawdxija,Gozo flatbread with potatoes,Street Food,4,Lunch
Malta,Victoria (Gozo),Imqarrun il-Forn,Baked macaroni with egg,Main Dish,8,Lunch
Malta,Victoria (Gozo),Kapunata,Vegetable stew,Appetizer,4,Lunch
Malta,Victoria (Gozo),Ġbejna t’Għawdex,Gozitan cheeselet,Appetizer,4,Snack
Malta,Victoria (Gozo),Qagħaq tal-Għasel,Honey rings,Dessert,2,Snack
Malta,Victoria (Gozo),Imqaret,Fried date-filled pastry,Dessert,2,Snack
Morocco,Agadir,Tagine with Fish,Fish stew with vegetables and chermoula,Main Dish,8,Dinner
Morocco,Agadir,Harira,Spicy lentil and chickpea soup,Appetizer,3,Dinner
Morocco,Agadir,Grilled Sardines,Fresh sardines with lemon and spices,Main Dish,5,Lunch
Morocco,Agadir,Couscous with Vegetables,Semolina with mixed vegetables,Main Dish,6,Lunch
Morocco,Agadir,Kafta,Grilled minced meat skewers,Street Food,4,Lunch
Morocco,Agadir,Taktouka,Pepper and tomato salad,Appetizer,2,Lunch
Morocco,Agadir,Sfenj,Fried dough rings,Street Food,1,Snack
Morocco,Agadir,Bambalouni,Sugar-coated fried dough,Dessert,2,Snack
Morocco,Agadir,Mint Tea,Sweet green tea with mint,Dessert,1,Snack
Morocco,Casablanca,Rfissa,"Shredded msemen pancakes with chicken, lentils, and fenugreek broth",Main Dish,7,Dinner
Morocco,Casablanca,Harira,"Tomato-based soup with lentils, chickpeas, and lamb",Appetizer,3,Dinner
Morocco,Casablanca,Pastilla,"Flaky pastry with pigeon or chicken, almonds, and cinnamon",Main Dish,9,Dinner
Morocco,Casablanca,Couscous with Seven Vegetables,Steamed semolina with a variety of vegetables and meat,Main Dish,8,Lunch
Morocco,Casablanca,Zaalouk,Smoked eggplant dip with tomatoes and spices,Appetizer,2,Lunch
Morocco,Casablanca,Brochettes,Grilled meat skewers with spices,Street Food,4,Lunch
Morocco,Casablanca,Brik,Fried pastry with egg and tuna,Street Food,2,Snack
Morocco,Casablanca,Chebakia,Fried sesame cookie soaked in honey,Dessert,2,Snack
Morocco,Casablanca,Mint Tea,Green tea with fresh mint and sugar,Dessert,1,Snack
Morocco,Essaouira,Tagine with Fish,Fish stew with vegetables,Main Dish,8,Dinner
Morocco,Essaouira,Couscous with Seafood,Semolina with shrimp and fish,Main Dish,9,Dinner
Morocco,Essaouira,Harira,Spiced lentil soup,Appetizer,3,Dinner
Morocco,Essaouira,Grilled Sardines,Fresh sardines with chermoula spices,Main Dish,5,Lunch
Morocco,Essaouira,Zaalouk,Eggplant dip with tomatoes,Appetizer,2,Lunch
Morocco,Essaouira,Kaak d’Essaouira,Anise and sesame seed cookie,Dessert,2,Snack
Morocco,Essaouira,Sfenj,Fried dough rings,Street Food,1,Snack
Morocco,Essaouira,Mint Tea,Sweet green tea with mint,Dessert,1,Snack
Morocco,Essaouira,Briouates,Fried pastries with seafood,Appetizer,3,Snack
Morocco,Fez,Bissara,Thick split pea soup with olive oil and cumin,Breakfast Dish,2,Breakfast
Morocco,Fez,Beghrir,Spongy semolina pancakes with honey,Breakfast Dish,2,Breakfast
Morocco,Fez,Pastilla,"Sweet-savory pie with pigeon, almonds, and cinnamon",Main Dish,9,Dinner
Morocco,Fez,Tagine with Lamb and Prunes,Lamb stew with sweet prunes and almonds,Main Dish,8,Dinner
Morocco,Fez,Harira,Lentil and tomato soup with spices,Appetizer,3,Dinner
Morocco,Fez,Couscous Fassi,Semolina with meat and caramelized onions,Main Dish,8,Lunch
Morocco,Fez,Zaalouk,Eggplant and tomato dip with garlic,Appetizer,2,Lunch
Morocco,Fez,Sfenj,"Fried dough rings, sometimes with sugar",Street Food,1,Snack
Morocco,Fez,Sellou,Ground almond and sesame sweet,Dessert,3,Snack
Morocco,Marrakech,Tanjia,Slow-cooked lamb or beef in a clay pot with spices,Main Dish,10,Dinner
Morocco,Marrakech,Tagine with Chicken and Olives,Chicken stew with preserved lemons and olives,Main Dish,8,Dinner
Morocco,Marrakech,Harira,Spiced lentil and chickpea soup,Appetizer,3,Dinner
Morocco,Marrakech,Mechoui,Whole roasted lamb with cumin and salt,Main Dish,12,Lunch
Morocco,Marrakech,Kafta,Grilled minced meat skewers,Street Food,4,Lunch
Morocco,Marrakech,Maakouda,"Spiced potato fritters, fried and crispy",Street Food,2,Snack
Morocco,Marrakech,Chebakia,Honey-soaked sesame cookie,Dessert,2,Snack
Morocco,Marrakech,Mint Tea,Sweetened green tea with mint,Dessert,1,Snack
Morocco,Marrakech,Briouates,Fried pastries with meat or cheese,Appetizer,3,Snack
Morocco,Meknes,Bissara,Thick pea soup with olive oil,Breakfast Dish,2,Breakfast
Morocco,Meknes,Tagine with Chicken and Lemon,Chicken stew with preserved lemons,Main Dish,7,Dinner
Morocco,Meknes,Harira,Lentil soup with tomatoes and spices,Appetizer,3,Dinner
Morocco,Meknes,Couscous with Raisins,Semolina with sweet raisins and meat,Main Dish,8,Lunch
Morocco,Meknes,Zaalouk,Eggplant and tomato dip,Appetizer,2,Lunch
Morocco,Meknes,Kefta,Spiced grilled meat skewers,Street Food,4,Lunch
Morocco,Meknes,Sfenj,Fried dough rings,Street Food,1,Snack
Morocco,Meknes,Chebakia,Sesame cookie with honey,Dessert,2,Snack
Morocco,Meknes,Mint Tea,Sweetened mint tea,Dessert,1,Snack
Morocco,Oujda,Beghrir,Semolina pancakes with honey,Breakfast Dish,2,Breakfast
Morocco,Oujda,Tagine with Beef,Beef stew with vegetables and spices,Main Dish,8,Dinner
Morocco,Oujda,Harira,Spiced lentil and chickpea soup,Appetizer,3,Dinner
Morocco,Oujda,Couscous with Lamb,Semolina with lamb and vegetables,Main Dish,8,Lunch
Morocco,Oujda,Kaak,Anise-flavored ring cookie,Dessert,2,Snack
Morocco,Oujda,Maakouda,Fried potato fritters,Street Food,2,Snack
Morocco,Oujda,Sellou,Almond and sesame sweet,Dessert,3,Snack
Morocco,Oujda,Mint Tea,Green tea with mint and sugar,Dessert,1,Snack
Morocco,Oujda,Briouates,Fried pastries with meat,Appetizer,3,Snack
Morocco,Rabat,Bissara,Pea soup with olive oil and cumin,Breakfast Dish,2,Breakfast
Morocco,Rabat,Tagine with Lamb and Almonds,Lamb stew with almonds and spices,Main Dish,8,Dinner
Morocco,Rabat,Harira,Tomato-based lentil soup,Appetizer,3,Dinner
Morocco,Rabat,Couscous with Chicken,Semolina with chicken and vegetables,Main Dish,7,Lunch
Morocco,Rabat,Zaalouk,Eggplant dip with tomatoes,Appetizer,2,Lunch
Morocco,Rabat,Brochettes,Spiced grilled meat skewers,Street Food,4,Lunch
Morocco,Rabat,Maakouda,Fried spiced potato patties,Street Food,2,Snack
Morocco,Rabat,Chebakia,Honey-coated sesame cookie,Dessert,2,Snack
Morocco,Rabat,Mint Tea,Traditional sweet mint tea,Dessert,1,Snack
Morocco,Tangier,Chermoula Fish,Grilled fish marinated in herb and spice blend,Main Dish,7,Dinner
Morocco,Tangier,Tajine with Chicken,Chicken stew with vegetables and spices,Main Dish,7,Dinner
Morocco,Tangier,Harira,Spiced lentil and chickpea soup,Appetizer,3,Dinner
Morocco,Tangier,Couscous with Fish,Semolina with spicy fish stew,Main Dish,8,Lunch
Morocco,Tangier,Kefta,Grilled minced meat skewers,Street Food,4,Lunch
Morocco,Tangier,Taktouka,Grilled pepper and tomato salad,Appetizer,2,Lunch
Morocco,Tangier,Sfenj,"Fried dough rings, a street staple",Street Food,1,Snack
Morocco,Tangier,Mint Tea,Sweet mint-infused green tea,Dessert,1,Snack
Morocco,Tangier,Briouates,Fried pastries with seafood or meat,Appetizer,3,Snack
Morocco,Tetouan,Pastilla with Seafood,Flaky pastry with fish and spices,Main Dish,9,Dinner
Morocco,Tetouan,Tagine with Chicken,Chicken stew with olives and lemons,Main Dish,7,Dinner
Morocco,Tetouan,Harira,Lentil and tomato soup,Appetizer,3,Dinner
Morocco,Tetouan,Couscous with Vegetables,Semolina with mixed vegetables,Main Dish,6,Lunch
Morocco,Tetouan,Taktouka,Grilled pepper and tomato salad,Appetizer,2,Lunch
Morocco,Tetouan,Brochettes,Grilled meat skewers,Street Food,4,Lunch
Morocco,Tetouan,Sfenj,Fried dough rings,Street Food,1,Snack
Morocco,Tetouan,Knafeh,Sweet cheese pastry with syrup,Dessert,3,Snack
Morocco,Tetouan,Mint Tea,Sweet mint tea,Dessert,1,Snack
Oman,Muscat,Khubz Rukhal,Thin bread baked over palm leaves,Breakfast Dish,2,Breakfast
Oman,Muscat,Khubz Rukhal,Thin bread baked over palm leaves,Breakfast Dish,2,Breakfast
Oman,Muscat,Shuwa,"Slow-roasted lamb or goat in spices, wrapped in banana leaves",Main Dish,12,Dinner
Oman,Muscat,Majboos,"Spiced rice with chicken or fish, flavored with saffron",Main Dish,8,Dinner
Oman,Muscat,Mashuai,Roasted kingfish with lemon rice,Main Dish,7,Dinner
Oman,Muscat,Shuwa,"Slow-roasted lamb or goat in spices, wrapped in banana leaves",Main Dish,12,Dinner
Oman,Muscat,Majboos,"Spiced rice with chicken or fish, flavored with saffron",Main Dish,8,Dinner
Oman,Muscat,Mashuai,Roasted kingfish with lemon rice,Main Dish,7,Dinner
Oman,Muscat,Harees,Wheat porridge with meat and butter,Main Dish,5,Lunch
Oman,Muscat,Mishkak,Grilled meat skewers with spices,Street Food,4,Lunch
Oman,Muscat,Harees,Wheat porridge with meat and butter,Main Dish,5,Lunch
Oman,Muscat,Mishkak,Grilled meat skewers with spices,Street Food,4,Lunch
Oman,Muscat,Lokhemat,Fried dough balls with cardamom syrup,Dessert,2,Snack
Oman,Muscat,Halwa,"Sticky sweet with honey, nuts, and rose water",Dessert,3,Snack
Oman,Muscat,Kahwa,Coffee with cardamom and saffron,Dessert,1,Snack
Oman,Muscat,Lokhemat,Fried dough balls with cardamom syrup,Dessert,2,Snack
Oman,Muscat,Halwa,"Sticky sweet with honey, nuts, and rose water",Dessert,3,Snack
Oman,Muscat,Kahwa,Coffee with cardamom and saffron,Dessert,1,Snack
Oman,Nizwa,Khubz Rukhal,Thin traditional bread,Breakfast Dish,2,Breakfast
Oman,Nizwa,Khubz Rukhal,Thin traditional bread,Breakfast Dish,2,Breakfast
Oman,Nizwa,Shuwa,Lamb roasted underground with spices,Main Dish,12,Dinner
Oman,Nizwa,Majboos,Spiced rice with chicken,Main Dish,8,Dinner
Oman,Nizwa,Madrouba,Rice porridge with chicken and spices,Main Dish,6,Dinner
Oman,Nizwa,Shuwa,Lamb roasted underground with spices,Main Dish,12,Dinner
Oman,Nizwa,Majboos,Spiced rice with chicken,Main Dish,8,Dinner
Oman,Nizwa,Madrouba,Rice porridge with chicken and spices,Main Dish,6,Dinner
Oman,Nizwa,Harees,Wheat porridge with lamb,Main Dish,5,Lunch
Oman,Nizwa,Mishkak,Grilled meat skewers,Street Food,4,Lunch
Oman,Nizwa,Harees,Wheat porridge with lamb,Main Dish,5,Lunch
Oman,Nizwa,Mishkak,Grilled meat skewers,Street Food,4,Lunch
Oman,Nizwa,Lokhemat,Fried dough with honey,Dessert,2,Snack
Oman,Nizwa,Halwa,Sweet with rose water and nuts,Dessert,3,Snack
Oman,Nizwa,Kahwa,Cardamom coffee,Dessert,1,Snack
Oman,Nizwa,Lokhemat,Fried dough with honey,Dessert,2,Snack
Oman,Nizwa,Halwa,Sweet with rose water and nuts,Dessert,3,Snack
Oman,Nizwa,Kahwa,Cardamom coffee,Dessert,1,Snack
Oman,Salalah,Shuwa,Underground-roasted lamb with Omani spices,Main Dish,12,Dinner
Oman,Salalah,Majboos,"Rice with fish or lamb, spiced with cloves",Main Dish,8,Dinner
Oman,Salalah,Mashuai,Grilled kingfish with savory rice,Main Dish,7,Dinner
Oman,Salalah,Shuwa,Underground-roasted lamb with Omani spices,Main Dish,12,Dinner
Oman,Salalah,Majboos,"Rice with fish or lamb, spiced with cloves",Main Dish,8,Dinner
Oman,Salalah,Mashuai,Grilled kingfish with savory rice,Main Dish,7,Dinner
Oman,Salalah,Harees,Wheat and meat porridge,Main Dish,5,Lunch
Oman,Salalah,Mishkak,Skewered meat with tamarind sauce,Street Food,4,Lunch
Oman,Salalah,Aursia,Mashed rice with spices,Main Dish,6,Lunch
Oman,Salalah,Harees,Wheat and meat porridge,Main Dish,5,Lunch
Oman,Salalah,Mishkak,Skewered meat with tamarind sauce,Street Food,4,Lunch
Oman,Salalah,Aursia,Mashed rice with spices,Main Dish,6,Lunch
Oman,Salalah,Lokhemat,Sweet fried dough with syrup,Dessert,2,Snack
Oman,Salalah,Halwa,Honey and nut dessert,Dessert,3,Snack
Oman,Salalah,Kahwa,Spiced Omani coffee,Dessert,1,Snack
Oman,Salalah,Lokhemat,Sweet fried dough with syrup,Dessert,2,Snack
Oman,Salalah,Halwa,Honey and nut dessert,Dessert,3,Snack
Oman,Salalah,Kahwa,Spiced Omani coffee,Dessert,1,Snack
Oman,Sohar,Khubz Rukhal,Thin bread with honey,Breakfast Dish,2,Breakfast
Oman,Sohar,Khubz Rukhal,Thin bread with honey,Breakfast Dish,2,Breakfast
Oman,Sohar,Majboos,Rice with lamb or fish,Main Dish,8,Dinner
Oman,Sohar,Mashuai,Grilled kingfish with rice,Main Dish,7,Dinner
Oman,Sohar,Shuwa,Underground-roasted lamb,Main Dish,12,Dinner
Oman,Sohar,Majboos,Rice with lamb or fish,Main Dish,8,Dinner
Oman,Sohar,Mashuai,Grilled kingfish with rice,Main Dish,7,Dinner
Oman,Sohar,Shuwa,Underground-roasted lamb,Main Dish,12,Dinner
Oman,Sohar,Harees,Wheat porridge with meat,Main Dish,5,Lunch
Oman,Sohar,Mishkak,Grilled meat skewers,Street Food,4,Lunch
Oman,Sohar,Harees,Wheat porridge with meat,Main Dish,5,Lunch
Oman,Sohar,Mishkak,Grilled meat skewers,Street Food,4,Lunch
Oman,Sohar,Lokhemat,Fried dough with syrup,Dessert,2,Snack
Oman,Sohar,Halwa,Sweet with rose water,Dessert,3,Snack
Oman,Sohar,Kahwa,Cardamom-spiced coffee,Dessert,1,Snack
Oman,Sohar,Lokhemat,Fried dough with syrup,Dessert,2,Snack
Oman,Sohar,Halwa,Sweet with rose water,Dessert,3,Snack
Oman,Sohar,Kahwa,Cardamom-spiced coffee,Dessert,1,Snack
Oman,Sur,Mashuai,Roasted kingfish with lemon rice,Main Dish,7,Dinner
Oman,Sur,Majboos,Rice with fish and saffron,Main Dish,8,Dinner
Oman,Sur,Shuwa,Spiced lamb roasted underground,Main Dish,12,Dinner
Oman,Sur,Mashuai,Roasted kingfish with lemon rice,Main Dish,7,Dinner
Oman,Sur,Majboos,Rice with fish and saffron,Main Dish,8,Dinner
Oman,Sur,Shuwa,Spiced lamb roasted underground,Main Dish,12,Dinner
Oman,Sur,Harees,Wheat and fish porridge,Main Dish,5,Lunch
Oman,Sur,Mishkak,Skewered fish with spices,Street Food,4,Lunch
Oman,Sur,Aursia,Spiced mashed rice,Main Dish,6,Lunch
Oman,Sur,Harees,Wheat and fish porridge,Main Dish,5,Lunch
Oman,Sur,Mishkak,Skewered fish with spices,Street Food,4,Lunch
Oman,Sur,Aursia,Spiced mashed rice,Main Dish,6,Lunch
Oman,Sur,Lokhemat,Sweet fried dough balls,Dessert,2,Snack
Oman,Sur,Halwa,Nutty sweet with honey,Dessert,3,Snack
Oman,Sur,Kahwa,Spiced coffee,Dessert,1,Snack
Oman,Sur,Lokhemat,Sweet fried dough balls,Dessert,2,Snack
Oman,Sur,Halwa,Nutty sweet with honey,Dessert,3,Snack
Oman,Sur,Kahwa,Spiced coffee,Dessert,1,Snack
Qatar,Al Khor,Balaleet,Sweet noodles with rose water and eggs,Breakfast Dish,3,Breakfast
Qatar,Al Khor,Machboos,"Rice with camel or lamb, spiced with loomi",Main Dish,8,Dinner
Qatar,Al Khor,Ghuzi,Whole roasted lamb over nutty rice,Main Dish,12,Dinner
Qatar,Al Khor,Saloona,Fish stew with vegetables,Main Dish,7,Dinner
Qatar,Al Khor,Madrouba,Rice porridge with beans and spices,Main Dish,6,Dinner
Qatar,Al Khor,Harees,Wheat porridge with chicken,Main Dish,5,Lunch
Qatar,Al Khor,Kunafa,Sweet cheese pastry with syrup,Dessert,3,Snack
Qatar,Al Khor,Samboosa,Pastries with spiced filling,Appetizer,2,Snack
Qatar,Al Khor,Qahwa,Cardamom-spiced coffee,Dessert,1,Snack
Qatar,Al Rayyan,Balaleet,Sweet vermicelli with saffron,Breakfast Dish,3,Breakfast
Qatar,Al Rayyan,Machboos,Spiced rice with chicken and loomi,Main Dish,8,Dinner
Qatar,Al Rayyan,Saloona,Chicken stew with potatoes and spices,Main Dish,6,Dinner
Qatar,Al Rayyan,Thareed,Bread in meat broth with vegetables,Main Dish,5,Lunch
Qatar,Al Rayyan,Harees,Wheat and lamb porridge,Main Dish,5,Lunch
Qatar,Al Rayyan,Luqaimat,Fried dough with honey,Dessert,2,Snack
Qatar,Al Rayyan,Kunafa,Cheese-filled pastry with syrup,Dessert,3,Snack
Qatar,Al Rayyan,Khubz Rgag,Thin bread with cheese or honey,Street Food,2,Snack
Qatar,Al Rayyan,Karak Tea,Spiced milky tea,Dessert,1,Snack
Qatar,Al Wakrah,Khubz Rgag,Thin crepe-like bread with egg or honey,Street Food,2,Breakfast
Qatar,Al Wakrah,Machboos with Fish,Spiced rice with fresh seafood,Main Dish,9,Dinner
Qatar,Al Wakrah,Saloona,Lamb and vegetable stew,Main Dish,6,Dinner
Qatar,Al Wakrah,Harees,Wheat and lamb porridge,Main Dish,5,Lunch
Qatar,Al Wakrah,Thareed,Bread in spiced broth with chicken,Main Dish,5,Lunch
Qatar,Al Wakrah,Samboosa,Fried pastries with meat or cheese,Appetizer,2,Snack
Qatar,Al Wakrah,Umm Ali,Bread pudding with nuts and cinnamon,Dessert,3,Snack
Qatar,Al Wakrah,Luqaimat,Sweet fried dumplings with date syrup,Dessert,2,Snack
Qatar,Al Wakrah,Karak Tea,Spiced tea with condensed milk,Dessert,1,Snack
Qatar,Doha,Balaleet,"Sweet vermicelli noodles with saffron, topped with omelette",Breakfast Dish,3,Breakfast
Qatar,Doha,Machboos,"Spiced rice with lamb or chicken, slow-cooked with bizar spices",Main Dish,8,Dinner
Qatar,Doha,Saloona,Vegetable and meat stew with turmeric and coriander,Main Dish,6,Dinner
Qatar,Doha,Madrouba,Spiced rice porridge with chicken and cardamom,Main Dish,6,Dinner
Qatar,Doha,Harees,"Wheat porridge with meat, ghee, and cinnamon",Main Dish,5,Lunch
Qatar,Doha,Thareed,Bread soaked in lamb or chicken broth with vegetables,Main Dish,5,Lunch
Qatar,Doha,Luqaimat,Fried dough balls with honey and sesame,Dessert,2,Snack
Qatar,Doha,Kunafa,"Cheese pastry soaked in syrup, topped with pistachios",Dessert,3,Snack
Qatar,Doha,Qahwa,Arabic coffee with cardamom,Dessert,1,Snack
Qatar,Umm Salal,Machboos,Rice with lamb and bizar spices,Main Dish,8,Dinner
Qatar,Umm Salal,Ghuzi,Roasted lamb with spiced rice,Main Dish,12,Dinner
Qatar,Umm Salal,Saloona,Vegetable and lamb stew,Main Dish,6,Dinner
Qatar,Umm Salal,Madrouba,Spiced rice porridge with chicken,Main Dish,6,Dinner
Qatar,Umm Salal,Harees,Wheat porridge with meat,Main Dish,5,Lunch
Qatar,Umm Salal,Thareed,Bread in chicken broth,Main Dish,5,Lunch
Qatar,Umm Salal,Luqaimat,Sweet fried dough balls,Dessert,2,Snack
Qatar,Umm Salal,Samboosa,Fried pastries with cheese,Appetizer,2,Snack
Qatar,Umm Salal,Qahwa,Arabic coffee with saffron,Dessert,1,Snack
Saudi Arabia,Abha,Foul,Spiced fava beans,Breakfast Dish,2,Breakfast
Saudi Arabia,Abha,Mandi,"Rice with lamb, southern style",Main Dish,9,Dinner
Saudi Arabia,Abha,Jareesh,Wheat stew with meat,Main Dish,5,Dinner
Saudi Arabia,Abha,Haneeth,Roasted lamb with Asir spices,Main Dish,10,Dinner
Saudi Arabia,Abha,Thareed,Bread in meat broth,Main Dish,5,Lunch
Saudi Arabia,Abha,Aseedah,Thick wheat porridge with honey,Dessert,3,Snack
Saudi Arabia,Abha,Luqaimat,Sweet fried dough balls,Dessert,2,Snack
Saudi Arabia,Abha,Samboosa,Fried pastries with filling,Appetizer,2,Snack
Saudi Arabia,Abha,Qahwa,Cardamom-spiced coffee,Dessert,1,Snack
Saudi Arabia,Al Khobar,Foul,Fava beans with spices,Breakfast Dish,2,Breakfast
Saudi Arabia,Al Khobar,Hamour Sayadiyah,Grouper fish with spiced rice,Main Dish,8,Dinner
Saudi Arabia,Al Khobar,Mandi,Rice with chicken or lamb,Main Dish,9,Dinner
Saudi Arabia,Al Khobar,Mathbi,Stone-grilled meat,Main Dish,10,Dinner
Saudi Arabia,Al Khobar,Roz Bukhari,Spiced rice with meat,Main Dish,6,Lunch
Saudi Arabia,Al Khobar,Mutabbaq,Stuffed pastry with meat or eggs,Street Food,3,Snack
Saudi Arabia,Al Khobar,Luqaimat,Fried dough with date syrup,Dessert,2,Snack
Saudi Arabia,Al Khobar,Samboosa,Pastries with cheese or meat,Appetizer,2,Snack
Saudi Arabia,Al Khobar,Basbousa,Semolina cake with nuts,Dessert,3,Snack
Saudi Arabia,Al Ula,Tamriyah,Date pancakes,Breakfast Dish,2,Breakfast
Saudi Arabia,Al Ula,Foul,Fava beans with spices,Breakfast Dish,2,Breakfast
Saudi Arabia,Al Ula,Madfoon,Buried meat with rice,Main Dish,8,Dinner
Saudi Arabia,Al Ula,Kabsa,Spiced rice with camel or lamb,Main Dish,8,Dinner
Saudi Arabia,Al Ula,Haneeth,Slow-roasted lamb,Main Dish,10,Dinner
Saudi Arabia,Al Ula,Jareesh,Cracked wheat stew,Main Dish,5,Dinner
Saudi Arabia,Al Ula,Saleeg,Creamy rice with meat,Main Dish,6,Lunch
Saudi Arabia,Al Ula,Luqaimat,Fried dough with syrup,Dessert,2,Snack
Saudi Arabia,Al Ula,Qahwa,Arabic coffee with cardamom,Dessert,1,Snack
Saudi Arabia,Dammam,Shakshouka,Eggs in spicy tomato sauce,Breakfast Dish,3,Breakfast
