Country,City,Restaurant Name,Type of Cuisine,Meals Served,Recommended Dish,Meal Description,Avg Price per Person (USD),Budget Range,Suitability
Montenegro,Nikšić,Restoran Maratonci,Montenegrin,Dinner,Sarma sa Kiselo Mlijeko,Cabbage rolls with sour milk,12,Low,Family-friendly
Montenegro,Nikšić,Vodenica,Fine Dining,Dinner,Trout Ispod Sača,Fresh trout cooked under coals,30,Average,Couples
Montenegro,Perast,Armonia,Montenegrin Seafood,D,Grilled Seabass,Fresh seabass with olive oil,30,Average,Couples
Montenegro,Perast,Armonia,Montenegrin,Dinner,Perast Cake,Almond cake with a secret recipe,15,Average,Family-friendly
Montenegro,Perast,Bistro Mademoiselle,Fine Dining,Dinner,Seafood Risotto,Rich risotto with mixed seafood,45,Luxury,Couples
Montenegro,Perast,Conte,Seafood,Dinner,Grilled Sea Bream,Fresh bream with olive oil and herbs,30,Average,Couples
Montenegro,Perast,Konoba Skolji,Montenegrin,D,Buzara,Mussels in white wine and garlic sauce,30,Average,Couples
Montenegro,Perast,Konoba Školji,Seafood,"Lunch, Dinner",Buzara sa Škampima,Shrimp stew with garlic and wine,25,Average,Couples
Montenegro,Perast,Pekara Perast,Street Food,Breakfast,Burek,Pastry with spinach or cheese,5,Low,Solo
Montenegro,Petrovac,Konoba Katic,Montenegrin,"Lunch, Dinner",Musaka,Layered meat and vegetable casserole,15,Average,Family-friendly
Montenegro,Petrovac,Pekara Petrovac,Street Food,Breakfast,Burek sa Sirom,Cheese burek,5,Low,Solo
Montenegro,Petrovac,Pod Lozom,Montenegrin,"Lunch, Dinner",Kačamak,Cornmeal with kajmak,10,Low,Friends
Montenegro,Petrovac,Restoran Giardino,Seafood,Dinner,Grilled Prawns,Juicy prawns with garlic and olive oil,25,Average,Couples
Montenegro,Petrovac,Vila Oliva,Fine Dining,Dinner,Lamb Ispod Sača,Slow-cooked lamb with potatoes,40,Luxury,Couples
Montenegro,Plav,Hotel Plavsko Jezero,Fine Dining,Dinner,Lamb with Ajvar,Roasted lamb with red pepper relish,30,Average,Couples
Montenegro,Plav,Konoba Plav,Montenegrin,"Lunch, Dinner",Kačamak sa Sirom,Cornmeal with cheese,10,Low,Family-friendly
Montenegro,Plav,Kula Damjanova,Montenegrin,"Lunch, Dinner",Sarma,Cabbage rolls with meat,12,Low,Family-friendly
Montenegro,Plav,Pekara Plav,Street Food,Breakfast,Priganice,Fried dough with honey,6,Low,Solo
Montenegro,Plav,Restoran Jezera,Montenegrin,Dinner,Riblja Čorba,Fish stew with local lake fish,15,Average,Friends
Montenegro,Podgorica,Konoba Stari Grad,Montenegrin,"Lunch, Dinner",Njeguški Pršut,"Dry-cured ham with a smoky flavor, served with local cheese",15,Average,Friends
Montenegro,Podgorica,Lanterna,Montenegrin,"L,D",Kacamak sa Kajmakom,Cornmeal with creamy cheese,12,Low,Friends
Montenegro,Podgorica,Pekara Vojin,Street Food,"Breakfast, Lunch",Burek,Flaky pastry filled with cheese or meat,5,Low,Solo
Montenegro,Podgorica,Pod Volat,Montenegrin,"B,L,D",Cicvara,Cornmeal with kajmak cream,10,Low,Friends
Montenegro,Podgorica,Pod Volat,Montenegrin,"Breakfast, Lunch, Dinner",Kačamak,Cornmeal porridge with kajmak and potatoes,10,Low,Family-friendly
Montenegro,Podgorica,Restoran Maša,Montenegrin,Dinner,Brav u Mlijeku,Tender lamb simmered in milk with root vegetables,25,Average,Couples
Montenegro,Podgorica,Street Food - Trg Republike,Montenegrin Street Food,"B,L",Ćevapi,Grilled meat sausages in bread,6,Low,Solo
Montenegro,Podgorica,Street Stall - Njegoševa,Montenegrin Street Food,"B,L",Pljeskavica,Grilled meat patty with bread,6,Low,Solo
Montenegro,Podgorica,Theodorus,Mediterranean-Montenegrin,"Lunch, Dinner",Grilled Octopus,Succulent octopus with olive oil and herbs,30,Luxury,Couples
Montenegro,Risan,Hipnos,Montenegrin,"Lunch, Dinner",Sarma,Meat and rice in cabbage leaves,12,Low,Family-friendly
Montenegro,Risan,Konoba Catovica Mlini,Montenegrin,"Lunch, Dinner",Crni Rižot,Squid ink risotto with seafood,25,Average,Couples
Montenegro,Risan,Pekara Risan,Street Food,Breakfast,Kiflice sa Sirom,Cheese-filled croissants,5,Low,Solo
Montenegro,Risan,Restoran Risan,Seafood,Dinner,Grilled Squid,Tender squid with garlic and lemon,20,Average,Friends
Montenegro,Risan,Villa Risan,Fine Dining,Dinner,Lamb with Kajmak,Roasted lamb with creamy kajmak,40,Luxury,Couples
Montenegro,Sveti Stefan,Aman Dining,Fine Dining,Dinner,Sea Bass Carpaccio,Thinly sliced sea bass with citrus,50,Luxury,Couples
Montenegro,Sveti Stefan,Drago,Seafood,"Lunch, Dinner",Grilled Lobster,Fresh lobster with butter and herbs,60,Luxury,Couples
Montenegro,Sveti Stefan,Konoba More,Montenegrin,"Lunch, Dinner",Ćevapi,Sausages with ajvar and bread,12,Low,Friends
Montenegro,Sveti Stefan,Olive Restaurant,Montenegrin,Dinner,Njeguški Steak,Veal with prosciutto and cheese,35,Average,Couples
Montenegro,Sveti Stefan,Pekara Sveti,Street Food,Breakfast,Priganice sa Medom,Honey-drizzled fried dough,6,Low,Solo
Montenegro,Tivat,Al Posto Giusto,Seafood,Dinner,Grilled Prawns,Juicy prawns with olive oil and lemon,30,Average,Couples
Montenegro,Tivat,Big Ben,Montenegrin,"B,L",Pljeskavica,Grilled meat patty with ajvar,12,Low,Solo
Montenegro,Tivat,Big Ben,Montenegrin,"Lunch, Dinner",Raštan,Stewed greens with garlic and smoked meat,15,Average,Family-friendly
Montenegro,Tivat,Murano,Montenegrin,"L,D",Black Risotto,Risotto with cuttlefish ink,25,Average,Friends
Montenegro,Tivat,Pekara Porto,Street Food,Breakfast,Kiflice,Small croissants with prosciutto,5,Low,Solo
Montenegro,Tivat,Porto Montenegro - Al Posto,Montenegrin,D,Pasticada,Beef stew with dumplings,40,Average,Family-friendly
Montenegro,Tivat,Regata Caffe Bar,Montenegrin,"Breakfast, Lunch",Kajmak with Bread,Creamy dairy spread with fresh bread,8,Low,Friends
Montenegro,Tivat,The Black Sheep,Montenegrin Fusion,"L,D",Lamb Peka,Slow-roasted lamb with potatoes,40,Luxury,Family-friendly
Montenegro,Tivat,Theodorus Tivat,Fine Dining-Montenegrin,Dinner,Lamb Ispod Sača,Slow-cooked lamb with potatoes under coals,45,Luxury,Couples
Montenegro,Ulcinj,Antigona,Montenegrin,"L,D",Tave Kosi,Baked lamb with yogurt sauce,20,Average,Family-friendly
Montenegro,Ulcinj,Antigona,Seafood,Dinner,Octopus Salad,"Fresh octopus with olive oil, vinegar, and onions",20,Average,Couples
Montenegro,Ulcinj,Miško,Montenegrin,"L,D",Jagnjetina ispod Sača,Lamb roasted under a bell,25,Average,Couples
Montenegro,Ulcinj,Pekara Ulcinj,Street Food,Breakfast,Burek sa Spinatom,Spinach-filled burek,6,Low,Solo
Montenegro,Ulcinj,Restoran Dulcinea,Montenegrin,"Lunch, Dinner",Popeci,"Veal steak with cheese and prosciutto, fried",18,Average,Friends
Montenegro,Ulcinj,Sapore di Mare,Seafood,Dinner,Mussels Buzara,Mussels in a white wine and garlic sauce,25,Average,Couples
Montenegro,Ulcinj,Teuta,Montenegrin,"Lunch, Dinner",Kolači,Traditional cake with nuts and honey,10,Low,Family-friendly
Montenegro,Virpazar,Konoba Badanj,Montenegrin,"Lunch, Dinner",Skadarski Krap,Grilled Skadar Lake carp,20,Average,Family-friendly
Montenegro,Virpazar,Pekara Vir,Street Food,Breakfast,Kiflice,Prosciutto-filled croissants,5,Low,Solo
Montenegro,Virpazar,Pelikan,Seafood,Dinner,Eel Risotto,Rich risotto with lake eel,25,Average,Couples
Montenegro,Virpazar,Restoran Silistria,Montenegrin,"Lunch, Dinner",Raštan,Greens with smoked meat,15,Average,Friends
Montenegro,Virpazar,Vinarija Vir,Fine Dining,Dinner,Trout with Wine,Lake trout in white wine sauce,30,Average,Couples
Montenegro,Žabljak,Hotel Soa,Fine Dining,Dinner,Veal Ispod Sača,Tender veal with roasted potatoes,40,Luxury,Couples
Montenegro,Žabljak,Konoba Luna,Montenegrin,"Lunch, Dinner",Kačamak sa Kajmakom,Cornmeal with creamy kajmak,15,Average,Family-friendly
Montenegro,Žabljak,Krcma Vuk,Montenegrin,"Lunch, Dinner",Pljeskavica,Grilled meat patty with ajvar,12,Low,Friends
Montenegro,Žabljak,Pekara Žabljak,Street Food,Breakfast,Priganice,Fried dough with cheese or jam,6,Low,Solo
Montenegro,Žabljak,Restoran Durbitor,Montenegrin,Dinner,Jagnjetina u Mlijeku,Lamb stewed in milk with spices,25,Average,Couples
Morocco,Agadir,La Scala,Moroccan,"L,D",Fish Tagine,Fish stew with tomatoes and spices,22,Average,Friends
Morocco,Agadir,Le Flore,Moroccan,"L,D",Fish Chermoula,Fish marinated in herb sauce,20,Average,Couples
Morocco,Agadir,Le Jardin d’Eau,Moroccan,"L,D",Fish Tagine,Fish stew with tomatoes and spices,20,Average,Couples
Morocco,Agadir,Le Mauresque,Moroccan,"L,D",Fish Tagine,Fish stew with tomatoes,20,Average,Friends
Morocco,Agadir,Le Nil Bleu,Moroccan Seafood,"L,D",Fish Chermoula,Fish marinated in spiced herb sauce,20,Average,Family-friendly
Morocco,Agadir,Le Nil Bleu,Moroccan,"L,D",Grilled Mullet,Fresh mullet with chermoula,20,Average,Family-friendly
Morocco,Agadir,Le P’tit Dôme,Moroccan,"L,D",Fish Tagine,Fish stew with tomatoes,20,Average,Friends
Morocco,Agadir,Le Tapis Rouge,Moroccan,D,Lamb with Almonds,Lamb tagine with toasted almonds,30,Average,Family-friendly
Morocco,Agadir,Le Z,Moroccan,"L,D",Fish Chermoula,Fish marinated in herb sauce,20,Average,Couples
Morocco,Agadir,Pure Passion,Moroccan,D,Lamb Mechoui,Slow-roasted lamb with cumin,40,Average,Friends
Morocco,Agadir,Pure Passion,Moroccan,D,Lamb with Honey,Slow-cooked lamb with sweet glaze,35,Average,Family-friendly
Morocco,Agadir,Restaurant Daffy,Moroccan,"L,D",Chicken with Preserved Lemon,Chicken tagine with citrus,20,Average,Family-friendly
Morocco,Agadir,Restaurant Le Festival,Moroccan,"L,D",Chicken Pastilla,Sweet-savory chicken pie,25,Average,Family-friendly
Morocco,Agadir,Restaurant Le Palmier,Moroccan,"L,D",Lamb Mechoui,Slow-roasted lamb with spices,30,Average,Friends
Morocco,Agadir,Restaurant Le Tuya,Moroccan,"L,D",Beef Tagine,Beef with apricots and spices,25,Average,Family-friendly
Morocco,Agadir,Restaurant Les Blancs,Moroccan,"L,D",Lamb with Honey,Lamb with sweet honey glaze,30,Average,Family-friendly
Morocco,Agadir,Restaurant O Massa,Moroccan,"L,D",Tagine Zitoune,Chicken with olives and lemon,20,Average,Family-friendly
Morocco,Agadir,Restaurant O Playa,Moroccan Seafood,"L,D",Grilled Mullet,Fresh mullet with chermoula,18,Average,Family-friendly
Morocco,Agadir,Street Stall - Agadir Beach,Moroccan Street Food,"B,L",Sfenj,Fried dough with honey,2,Low,Solo
Morocco,Agadir,Street Stall - Bijaouane,Moroccan Street Food,"B,L",Harsha,Semolina flatbread with butter,3,Low,Solo
Morocco,Agadir,Street Stall - Inezgane,Moroccan Street Food,"B,L",Sfenj,Fried dough with sugar,2,Low,Solo
Morocco,Agadir,Street Stall - Souk El Had,Moroccan Street Food,"B,L",Msemen,Layered pancake with jam,3,Low,Solo
Morocco,Agadir,Street Stall - Souk El Had,Moroccan Street Food,"B,L",Harsha,Semolina flatbread with butter,3,Low,Solo
Morocco,Agadir,Street Stall - Souk El Had,Moroccan Street Food,"L,D",Brochettes,Grilled meat skewers,5,Low,Couples
Morocco,Agadir,Street Stall - Talborjt,Moroccan Street Food,"B,L",Sfenj,Fried dough with sugar,2,Low,Solo
Morocco,Agadir,Street Stall - Talborjt,Moroccan Street Food,"L,D",Harsha,Semolina flatbread with honey,3,Low,Solo
Morocco,Asilah,Casa Garcia,Moroccan-Spanish,"L,D",Grilled Sea Bream,Fresh fish with Moroccan spices,25,Average,Couples
Morocco,Casablanca,Al Mounia,Moroccan,"L,D",Couscous Royale,Couscous with assorted meats,25,Average,Couples
Morocco,Casablanca,Basmane,Moroccan,"L,D",Kefta Tagine,Meatballs in tomato sauce,18,Average,Friends
Morocco,Casablanca,La Bodéga,Moroccan,"L,D",Grilled Sea Bass,Fresh bass with garlic,25,Average,Couples
Morocco,Casablanca,La Corniche,Moroccan,"L,D",Grilled Sea Bass,Fresh bass with chermoula,25,Average,Friends
Morocco,Casablanca,La Sqala,Moroccan,"B,L,D",Pastilla,Sweet-savory pigeon pie,25,Average,Family-friendly
Morocco,Casablanca,La Sqala,Moroccan,"B,L,D",Pastilla,Sweet-savory pigeon pie,20,Average,Family-friendly
Morocco,Casablanca,Le Cabestan,Moroccan Seafood,"L,D",Grilled Sole,Fresh sole with lemon and herbs,35,Average,Friends
Morocco,Casablanca,Le Casablanca Hotel Dining,Moroccan,D,Lamb with Honey,Lamb with sweet honey glaze,40,Average,Friends
Morocco,Casablanca,Le Cuisto Traditionnel,Moroccan,"L,D",Lamb with Honey,Lamb with sweet honey glaze,30,Average,Friends
Morocco,Casablanca,Le Doge,Moroccan,"L,D",Grilled Sea Bass,Fresh bass with chermoula,25,Average,Friends
Morocco,Casablanca,Le Jasmine,Moroccan,"L,D",Beef Tagine,Beef with prunes and almonds,25,Average,Couples
Morocco,Casablanca,Le Pilotis,Moroccan,"L,D",Grilled Octopus,Tender octopus with spices,30,Average,Couples
Morocco,Casablanca,Le Relais de Paris,Moroccan,"L,D",Grilled Octopus,Tender octopus with spices,30,Average,Friends
Morocco,Casablanca,Le Riad,Moroccan,"L,D",Couscous Tfaya,Couscous with onions and raisins,20,Average,Friends
Morocco,Casablanca,Restaurant Dar Beida,Moroccan,"L,D",Pastilla,Sweet-savory pigeon pie,30,Average,Friends
Morocco,Casablanca,Rick’s Café,Moroccan,D,Beef Tagine,Beef with prunes and almonds,30,Average,Friends
Morocco,Casablanca,Street Food - Derb Sultan,Moroccan Street Food,"B,L",Msemen,Layered pancakes with honey or cheese,3,Low,Solo
Morocco,Casablanca,Street Stall - Ain Diab,Moroccan Street Food,"L,D",Brochettes,Grilled meat skewers with bread,5,Low,Solo
Morocco,Casablanca,Street Stall - Anfa,Moroccan Street Food,"B,L",Beghrir,Honeycomb pancakes with honey,3,Low,Solo
Morocco,Casablanca,Street Stall - Central Market,Moroccan Street Food,"B,L",Beghrir,Honeycomb pancakes with butter,3,Low,Solo
Morocco,Casablanca,Street Stall - Derb Ghalef,Moroccan Street Food,"L,D",Msemen,Layered pancake with oil,3,Low,Family-friendly
Morocco,Casablanca,Street Stall - Derb Omar,Moroccan Street Food,"B,L",Batbout,Stuffed flatbread with cheese,4,Low,Solo
Morocco,Casablanca,Street Stall - Derb Sultan,Moroccan Street Food,"B,L",Msemen,Layered pancake with oil,3,Low,Solo
Morocco,Casablanca,Street Stall - Habous,Moroccan Street Food,"B,L",Harsha,Semolina flatbread with honey,3,Low,Solo
Morocco,Casablanca,Street Stall - Maarif,Moroccan Street Food,"B,L",Msemen,Layered pancake with honey,3,Low,Solo
Morocco,Casablanca,Street Stall - Old Medina,Moroccan Street Food,"B,L",Beghrir,Honeycomb pancakes with butter,3,Low,Solo
Morocco,Chefchaouen,Casa Aladdin,Moroccan,"L,D",Kefta Tagine,Meatballs in tomato sauce with egg,15,Average,Couples
Morocco,Chefchaouen,Restaurant Al Kasabah,Moroccan,"L,D",Chicken Pastilla,Sweet-savory chicken pie,25,Average,Family-friendly
Morocco,Chefchaouen,Restaurant Aladdin,Moroccan,"L,D",Chicken Pastilla,Sweet-savory pie with chicken and cinnamon,20,Average,Family-friendly
Morocco,Chefchaouen,Restaurant Aladdin,Moroccan,"L,D",Lamb with Almonds,Lamb tagine with toasted almonds,25,Average,Family-friendly
Morocco,Chefchaouen,Restaurant Assaada,Moroccan,"L,D",Lamb with Honey,Lamb with sweet honey glaze,20,Average,Friends
Morocco,Chefchaouen,Restaurant Bab Ssour,Moroccan,"L,D",Zaalouk,Eggplant and tomato dip with bread,12,Low,Friends
Morocco,Chefchaouen,Restaurant Beldi,Moroccan,"L,D",Tagine Zitoune,Chicken with olives and lemon,18,Average,Friends
Morocco,Chefchaouen,Restaurant Darcom,Moroccan,"L,D",Harira,Spiced lentil and tomato soup,10,Low,Couples
Morocco,Chefchaouen,Restaurant Granada,Moroccan,"L,D",Zaalouk,Eggplant and tomato dip with bread,10,Low,Couples
Morocco,Chefchaouen,Restaurant Lala Mesouda,Moroccan,"L,D",Rfissa,Chicken with lentils and fenugreek,18,Average,Family-friendly
Morocco,Chefchaouen,Restaurant Lampoun,Moroccan,"L,D",Kefta Tagine,Meatballs in tomato sauce with egg,15,Average,Friends
Morocco,Chefchaouen,Restaurant Sofia,Moroccan,"L,D",Harira,Spiced lentil and tomato soup,10,Low,Couples
Morocco,Chefchaouen,Restaurant Tissemlal,Moroccan,"L,D",Vegetable Tagine,Mixed veggies with saffron,12,Low,Family-friendly
Morocco,Chefchaouen,Riad Baraka,Moroccan,"L,D",Vegetable Couscous,Couscous with seasonal veggies,18,Average,Couples
Morocco,Chefchaouen,Riad Cherifa,Moroccan,"L,D",Vegetable Couscous,Couscous with seasonal veggies,15,Average,Couples
Morocco,Chefchaouen,Riad Dar Mounir,Moroccan,"L,D",Kefta Tagine,Meatballs in tomato sauce with egg,15,Average,Family-friendly
Morocco,Chefchaouen,Riad Lina,Moroccan,"L,D",Kefta Tagine,Meatballs in tomato sauce,15,Average,Couples
Morocco,Chefchaouen,Street Stall - Bab El Ain,Moroccan Street Food,"B,L",Msemen,Layered pancake with oil,3,Low,Solo
Morocco,Chefchaouen,Street Stall - Bab El Mahrouk,Moroccan Street Food,"B,L",Sfenj,Fried dough with honey,2,Low,Solo
Morocco,Chefchaouen,Street Stall - Bab Ssour,Moroccan Street Food,"B,L",Sfenj,Fried dough with sugar,2,Low,Solo
Morocco,Chefchaouen,Street Stall - Medina,Moroccan Street Food,"B,L",Harsha,Semolina flatbread with honey,3,Low,Solo
Morocco,Chefchaouen,Street Stall - Medina,Moroccan Street Food,"B,L",Batbout,Stuffed flatbread with meat,4,Low,Friends
Morocco,Chefchaouen,Street Stall - Outa El Hammam,Moroccan Street Food,"B,L",Harsha,Semolina flatbread with butter,3,Low,Friends
Morocco,Chefchaouen,Street Stall - Plaza,Moroccan Street Food,"B,L",Batbout,Stuffed flatbread with meat,4,Low,Friends
Morocco,Chefchaouen,Street Stall - Plaza Uta El Hammam,Moroccan Street Food,"L,D",Batbout,Stuffed flatbread with veggies,4,Low,Couples
Morocco,Chefchaouen,Street Stall - Ras El Ma,Moroccan Street Food,"B,L",Sfenj,Fried dough with sugar,2,Low,Friends
Morocco,Essaouira,Chez Sam,Moroccan Seafood,"L,D",Grilled Shrimp,Fresh shrimp with chermoula,20,Average,Friends
Morocco,Essaouira,Dar L’Oussia,Moroccan,"L,D",Grilled Mullet,Fresh mullet with spices,18,Average,Couples
Morocco,Essaouira,Elizir,Moroccan,"L,D",Duck Tagine,Duck with figs and spices,30,Average,Family-friendly
Morocco,Essaouira,La Fromagerie,Moroccan,"L,D",Chicken with Preserved Lemon,Chicken tagine with citrus,20,Average,Friends
Morocco,Essaouira,La Licorne,Moroccan,"L,D",Fish Chermoula,Fish marinated in herb sauce,20,Average,Family-friendly
Morocco,Essaouira,La Table by Madada,Moroccan Seafood,"L,D",Grilled Sardines,Fresh sardines with chermoula spices,25,Average,Couples
Morocco,Essaouira,La Table by Madada,Moroccan,"L,D",Grilled Sea Bass,Fresh bass with chermoula,25,Average,Couples
Morocco,Essaouira,Le Chalet de la Plage,Moroccan Seafood,"L,D",Grilled Sea Bass,Fresh bass with herbs,25,Average,Couples
Morocco,Essaouira,Le Coquillage,Moroccan,"L,D",Grilled Mullet,Fresh mullet with chermoula,18,Average,Couples
Morocco,Essaouira,Le Patio,Moroccan,"L,D",Fish Chermoula,Fish marinated in herb sauce,20,Average,Family-friendly
Morocco,Essaouira,Mille et Une Nuits,Moroccan,"L,D",Grilled Mullet,Fresh mullet with chermoula,18,Average,Couples
Morocco,Essaouira,Ocean Vagabond,Moroccan Seafood,"L,D",Grilled Octopus,Tender octopus with spices,25,Average,Couples
Morocco,Essaouira,Restaurant Les Alizés,Moroccan,"L,D",Grilled Mullet,Fresh mullet with chermoula,18,Average,Family-friendly
Morocco,Essaouira,Riad Mimouna,Moroccan,"L,D",Rfissa,Chicken with lentils and bread,18,Average,Friends
Morocco,Essaouira,Riad Nakhla,Moroccan,"L,D",Rfissa,Chicken with lentils and bread,18,Average,Friends
Morocco,Essaouira,Street Stall - Bab Doukkala,Moroccan Street Food,"B,L",Harsha,Semolina flatbread with jam,3,Low,Solo
Morocco,Essaouira,Street Stall - Essaouira Beach,Moroccan Street Food,"B,L",Sfenj,Fried dough with honey,2,Low,Solo
Morocco,Essaouira,Street Stall - Fish Market,Moroccan Street Food,"L,D",Grilled Sardines,Fresh sardines with lemon,5,Low,Solo
Morocco,Essaouira,Street Stall - Harbour,Moroccan Street Food,"L,D",Grilled Sardines,Fresh sardines with lemon,5,Low,Family-friendly
Morocco,Essaouira,Street Stall - Medina,Moroccan Street Food,"B,L",Sfenj,Fried dough with honey,2,Low,Solo
Morocco,Essaouira,Street Stall - Place Moulay Hassan,Moroccan Street Food,"L,D",Grilled Sardines,Fresh sardines with lemon,5,Low,Solo
Morocco,Essaouira,Street Stall - Port,Moroccan Street Food,"B,L",Sfenj,Fried dough rings with sugar,2,Low,Solo
Morocco,Essaouira,Street Stall - Skala,Moroccan Street Food,"L,D",Grilled Sardines,Fresh sardines with lemon,5,Low,Solo
Morocco,Essaouira,Street Stall - Souk,Moroccan Street Food,"L,D",Grilled Sardines,Fresh sardines with lemon,5,Low,Family-friendly
Morocco,Essaouira,Taros Café,Moroccan,"L,D",Fish Tagine,Fish stew with chermoula spices,20,Average,Couples
Morocco,Essaouira,Taros Café,Moroccan,"L,D",Grilled Shrimp,Fresh shrimp with chermoula,20,Average,Friends
Morocco,Fes,Café Clock,Moroccan,"B,L,D",Harira,Spiced lentil and chickpea soup,10,Low,Friends
Morocco,Fes,Café Clock,Moroccan,"B,L,D",Camel Burger,Spiced camel patty with bread,15,Average,Couples
Morocco,Fes,Le Riad Fes,Moroccan,D,Rfissa,Chicken with lentils and fenugreek,35,Average,Couples
Morocco,Fes,Restaurant Dar El Ghalia,Moroccan,D,Rfissa,Chicken with lentils and fenugreek,30,Average,Family-friendly
Morocco,Fes,Restaurant Dar Hatim,Moroccan,"L,D",Chicken Pastilla,Sweet-savory chicken pie,25,Average,Family-friendly
Morocco,Fes,Restaurant Dar Roumana,Moroccan,"L,D",Vegetable Couscous,Couscous with seasonal veggies,18,Average,Family-friendly
Morocco,Fes,Restaurant Dar Tajine,Moroccan,"L,D",Chicken Bastilla,Spiced chicken pie with cinnamon,25,Average,Family-friendly
Morocco,Fes,Restaurant Dar Zerhoune,Moroccan,"L,D",Tagine Zitoune,Chicken with olives and lemon,20,Average,Couples
Morocco,Fes,Restaurant La Maison Bleue,Moroccan,D,Rfissa,Chicken with lentils and bread,35,Average,Couples
Morocco,Fes,Restaurant La Medina,Moroccan,"L,D",Chicken with Preserved Lemon,Chicken tagine with citrus,20,Average,Couples
Morocco,Fes,Restaurant Numero 7,Moroccan,"L,D",Chicken Pastilla,Sweet-savory chicken pie,30,Average,Family-friendly
Morocco,Fes,Restaurant Ouliya,Moroccan,"L,D",Lamb with Almonds,Lamb tagine with toasted almonds,25,Average,Family-friendly
Morocco,Fes,Restaurant Palais Amani,Moroccan,"L,D",Chicken Bastilla,Spiced chicken pie with cinnamon,30,Average,Friends
Morocco,Fes,Restaurant Palais Faraj,Moroccan,D,Rfissa,Chicken with lentils and bread,35,Average,Couples
Morocco,Fes,Riad Fes - L’Ambre,Moroccan,D,Pastilla,Sweet-savory chicken pie,40,Luxury,Family-friendly
Morocco,Fes,Riad Laaroussa,Moroccan,D,Duck Tagine,Duck with figs and spices,35,Average,Family-friendly
Morocco,Fes,Riad Le Calife,Moroccan,"L,D",Tagine Makfoul,Lamb with caramelized onions,30,Average,Couples
Morocco,Fes,Riad Rcif,Moroccan,D,Rfissa,Chicken with lentils and fenugreek,25,Average,Couples
Morocco,Fes,Street Stall - Bab Boujloud,Moroccan Street Food,"B,L",Batbout,Stuffed flatbread with veggies,4,Low,Solo
Morocco,Fes,Street Stall - Bab Ftouh,Moroccan Street Food,"B,L",Msemen,Layered pancake with jam,3,Low,Solo
Morocco,Fes,Street Stall - Bab Guissa,Moroccan Street Food,"B,L",Harsha,Semolina flatbread with jam,3,Low,Solo
Morocco,Fes,Street Stall - Batha,Moroccan Street Food,"B,L",Harsha,Semolina flatbread with butter,3,Low,Family-friendly
Morocco,Fes,Street Stall - Medina,Moroccan Street Food,"B,L",Harsha,Semolina flatbread with honey,3,Low,Solo
Morocco,Fes,Street Stall - R’cif,Moroccan Street Food,"B,L",Batbout,Stuffed flatbread with meat,4,Low,Family-friendly
Morocco,Fes,Street Stall - Talaa Kebira,Moroccan Street Food,"B,L",Harsha,Semolina flatbread with jam,3,Low,Solo
Morocco,Fes,The Ruined Garden,Moroccan,"L,D",Bissara,Fava bean soup with olive oil,10,Low,Friends
Morocco,Marrakech,Al Fassia,Moroccan,"L,D",Chicken Tagine,Slow-cooked chicken with olives,25,Average,Couples
Morocco,Marrakech,Café des Épices,Moroccan,"L,D",Harira,Spiced lentil and tomato soup,10,Low,Solo
Morocco,Marrakech,Dar Cherifa,Moroccan,D,Tagine Makfoul,Lamb with caramelized onions,30,Average,Family-friendly
Morocco,Marrakech,Dar Essalam,Moroccan,D,Bstilla,Sweet-savory pigeon pie,45,Luxury,Family-friendly
Morocco,Marrakech,Dar Marjana,Moroccan,D,Lamb with Honey,Lamb with sweet honey glaze,40,Average,Couples
Morocco,Marrakech,Dar Moha,Moroccan,D,Chicken Tagine,Slow-cooked chicken with olives,35,Average,Couples
Morocco,Marrakech,Dar Moha,Moroccan,D,Tagine Makfoul,Lamb with caramelized onions,35,Average,Friends
Morocco,Marrakech,Dar Yacout,Moroccan,D,Lamb Mechoui,Whole roasted lamb with spices,40,Luxury,Couples
Morocco,Marrakech,Dar Zellij,Moroccan,D,Tagine Makfoul,Lamb with caramelized onions,35,Average,Friends
Morocco,Marrakech,La Mamounia - Le Marocain,Moroccan,D,Lamb Mechoui,Whole roasted lamb with spices,50,Luxury,Couples
Morocco,Marrakech,Le Foundouk,Moroccan,D,Lamb Tagine,Slow-cooked lamb with apricots and almonds,35,Average,Couples
Morocco,Marrakech,Le Foundouk,Moroccan,D,Tagine Makfoul,Lamb with caramelized onions,30,Average,Friends
Morocco,Marrakech,Le Jardin,Moroccan,"L,D",Zaalouk,Eggplant and tomato dip with bread,15,Average,Couples
Morocco,Marrakech,Le Salama,Moroccan,"L,D",Chicken with Preserved Lemon,Chicken tagine with citrus,25,Average,Friends
Morocco,Marrakech,Le Tobsil,Moroccan,D,Tagine Makfoul,Lamb with caramelized onions,40,Average,Family-friendly
Morocco,Marrakech,Nomad,Moroccan,"L,D",Lamb Tagine,Lamb with apricots and almonds,25,Average,Couples
Morocco,Marrakech,Pepe Nero,Moroccan,D,Duck Tagine,Duck with figs and spices,35,Average,Couples
Morocco,Marrakech,Riad El Fenn,Moroccan,D,Beef Tagine,Beef with apricots and spices,35,Average,Couples
Morocco,Marrakech,Street Stall - Djemaa el-Fna,Moroccan Street Food,"L,D",Brochettes,Grilled meat skewers with bread,5,Low,Solo
Morocco,Marrakech,Street Stall - Jemaa el-Fnaa,Moroccan Street Food,"L,D",Harira,Spiced lentil and tomato soup,4,Low,Solo
