Country,From,To,Transport Mode,Provider,Schedule,Route Info,Duration in hours,Price Range in USD,Cost Details and Options,Additional Info
Malta,Sliema,Bormla,Bus,Malta Public Transport,Several daily,Direct,0.5-0.75,2-5,"Standard: $2-$3, Day pass: $5",Three Cities
Malta,Sliema,Ċirkewwa,Bus,Malta Public Transport,Several daily,Direct,1-1.25,2-5,"Standard: $2-$3, Day pass: $5",Ferry terminal
Malta,Sliema,Għargħur,Bus,Malta Public Transport,Several daily,Direct,0.5-0.75,2-5,"Standard: $2-$3, Day pass: $5",Northern link
Malta,Sliema,Lija,Bus,Malta Public Transport,Several daily,Direct,0.5-0.75,2-5,"Standard: $2-$3, Day pass: $5",Central route
Malta,Sliema,Marsaxlokk,Bus,Malta Public Transport,Several daily,Direct,1-1.25,2-5,"Standard: $2-$3, Day pass: $5",Fishing village
Malta,Sliema,Mdina,Bus,Malta Public Transport,Several daily,Direct,0.75-1,2-5,"Standard: $2-$3, Day pass: $5",Historic trip
Malta,Sliema,Mellieħa,Bus,Malta Public Transport,Several daily,Direct,1-1.25,2-5,"Standard: $2-$3, Day pass: $5",Northern beach
Malta,Sliema,Mosta,Bus,Malta Public Transport,Several daily,Direct,0.5-0.75,2-5,"Standard: $2-$3, Day pass: $5",Central link
Malta,Sliema,Naxxar,Bus,Malta Public Transport,Several daily,Direct,0.5-0.75,2-5,"Standard: $2-$3, Day pass: $5",Northern link
Malta,Sliema,Rabat,Bus,Malta Public Transport,Several daily,Direct,0.75-1,2-5,"Standard: $2-$3, Day pass: $5",Central route
Malta,Sliema,Senglea,Bus,Malta Public Transport,Several daily,Direct,0.5-0.75,2-5,"Standard: $2-$3, Day pass: $5",Three Cities
Malta,Sliema,Siġġiewi,Bus,Malta Public Transport,Several daily,Direct,1-1.25,2-5,"Standard: $2-$3, Day pass: $5",Southwest route
Malta,Sliema,St. Julian's,Bus,Malta Public Transport,Multiple daily,Direct,12-30,2-5,"Standard: $2-$3, Day pass: $5",Short hop
Malta,Sliema,Valletta,Bus,Malta Public Transport,Multiple daily,Direct,0.25-0.5,2-5,"Standard: $2-$3, Day pass: $5",Reverse coastal
Malta,Sliema,Victoria (Gozo),Bus+Ferry,Malta Public Transport + Gozo Channel,Multiple daily,Via Ċirkewwa,1.5-2,7-15,"Bus: $2-$3, Ferry: $5-$7",Gozo capital
Malta,Sliema,Żurrieq,Bus,Malta Public Transport,Several daily,Direct,1-1.25,2-5,"Standard: $2-$3, Day pass: $5",Southern route
Malta,Valletta,Attard,Bus,Malta Public Transport,Multiple daily,Direct,0.5-0.75,2-5,"Standard: $2-$3, Day pass: $5",Central village
Malta,Valletta,Attard,Taxi,eCabs,On demand,Direct,0.5-0.75,15-25,Standard fare,Central village
Malta,Valletta,Balzan,Bus,Malta Public Transport,Multiple daily,Direct,0.5-0.75,2-5,"Standard: $2-$3, Day pass: $5",Central short
Malta,Valletta,Balzan,Taxi,eCabs,On demand,Direct,0.5-0.75,15-25,Standard fare,Central short
Malta,Valletta,Birgu,Bus,Malta Public Transport,Multiple daily,Direct,0.25-0.5,2-5,"Standard: $2-$3, Day pass: $5",Three Cities
Malta,Valletta,Birgu,Taxi,eCabs,On demand,Direct,0.25-0.5,10-20,Standard fare,Three Cities
Malta,Valletta,Birżebbuġa,Bus,Malta Public Transport,Several daily,Direct,0.75-1,2-5,"Standard: $2-$3, Day pass: $5",Southern coast
Malta,Valletta,Birżebbuġa,Taxi,Bolt,On demand,Direct,0.75-1,20-30,Standard fare,Southern coast
Malta,Valletta,Bormla,Bus,Malta Public Transport,Multiple daily,Direct,0.25-0.5,2-5,"Standard: $2-$3, Day pass: $5",Three Cities
Malta,Valletta,Bormla,Taxi,eCabs,On demand,Direct,0.25-0.5,10-20,Standard fare,Three Cities
Malta,Valletta,Ċirkewwa,Bus,Malta Public Transport,Multiple daily,Direct,1-1.25,2-5,"Standard: $2-$3, Day pass: $5",Ferry terminal
Malta,Valletta,Ċirkewwa,Taxi,eCabs,On demand,Direct,1-1.25,25-40,Standard fare,Ferry terminal
Malta,Valletta,Dingli,Bus,Malta Public Transport,Several daily,Direct,0.75-1,2-5,"Standard: $2-$3, Day pass: $5",Western cliffs
Malta,Valletta,Dingli,Taxi,eCabs,On demand,Direct,0.75-1,20-30,Standard fare,Western cliffs
Malta,Valletta,Għargħur,Bus,Malta Public Transport,Several daily,Direct,0.5-0.75,2-5,"Standard: $2-$3, Day pass: $5",Northern village
Malta,Valletta,Għargħur,Taxi,eCabs,On demand,Direct,0.5-0.75,15-25,Standard fare,Northern village
Malta,Valletta,Ġżira,Bus,Malta Public Transport,Multiple daily,Direct,0.25-0.5,2-5,"Standard: $2-$3, Day pass: $5",Urban short
Malta,Valletta,Lija,Bus,Malta Public Transport,Several daily,Direct,0.5-0.75,2-5,"Standard: $2-$3, Day pass: $5",Central village
Malta,Valletta,Lija,Taxi,Bolt,On demand,Direct,0.5-0.75,15-25,Standard fare,Central village
Malta,Valletta,Marsaskala,Bus,Malta Public Transport,Several daily,Direct,0.75-1,2-5,"Standard: $2-$3, Day pass: $5",Southeast coast
Malta,Valletta,Marsaskala,Taxi,Bolt,On demand,Direct,0.75-1,20-30,Standard fare,Southeast coast
Malta,Valletta,Marsaxlokk,Bus,Malta Public Transport,Several daily,Direct,0.75-1,2-5,"Standard: $2-$3, Day pass: $5",Fishing village
Malta,Valletta,Mdina,Bus,Malta Public Transport,Multiple daily,Direct,0.5-0.75,2-5,"Standard: $2-$3, Day pass: $5",Historic route
Malta,Valletta,Mdina,Taxi,Bolt,On demand,Direct,0.5-0.75,15-25,Standard fare,Historic route
Malta,Valletta,Mellieħa,Bus,Malta Public Transport,Several daily,Direct,1-1.25,2-5,"Standard: $2-$3, Day pass: $5",Beach area
Malta,Valletta,Mġarr (Gozo),Ferry,Gozo Channel,Multiple daily,Direct,0.5,5-10,"Passenger: $5-$7, Car: $10",Gozo crossing
Malta,Valletta,Mġarr (Gozo),Taxi+Ferry,eCabs + Gozo Channel,On demand,Via Ċirkewwa,1-1.5,25-40,"Taxi: $20-$30, Ferry: $5-$7",Gozo crossing
Malta,Valletta,Mosta,Bus,Malta Public Transport,Multiple daily,Direct,0.5-0.75,2-5,"Standard: $2-$3, Day pass: $5",Central dome
Malta,Valletta,Mosta,Taxi,eCabs,On demand,Direct,0.5-0.75,15-25,Standard fare,Central trip
Malta,Valletta,Naxxar,Bus,Malta Public Transport,Several daily,Direct,0.5-0.75,2-5,"Standard: $2-$3, Day pass: $5",Northern village
Malta,Valletta,Naxxar,Taxi,eCabs,On demand,Direct,0.5-0.75,15-25,Standard fare,Northern village
Malta,Valletta,Paola,Bus,Malta Public Transport,Multiple daily,Direct,0.25-0.5,2-5,"Standard: $2-$3, Day pass: $5",Southern short
Malta,Valletta,Paola,Taxi,eCabs,On demand,Direct,0.25-0.5,10-20,Standard fare,Southern short
Malta,Valletta,Pembroke,Bus,Malta Public Transport,Multiple daily,Direct,0.25-0.5,2-5,"Standard: $2-$3, Day pass: $5",Northern short
Malta,Valletta,Qormi,Bus,Malta Public Transport,Multiple daily,Direct,0.25-0.5,2-5,"Standard: $2-$3, Day pass: $5",Industrial area
Malta,Valletta,Qormi,Taxi,Bolt,On demand,Direct,0.25-0.5,10-20,Standard fare,Industrial area
Malta,Valletta,Rabat,Bus,Malta Public Transport,Multiple daily,Direct,0.5-0.75,2-5,"Standard: $2-$3, Day pass: $5",Near Mdina
Malta,Valletta,Rabat,Taxi,Bolt,On demand,Direct,0.5-0.75,15-25,Standard fare,Near Mdina
Malta,Valletta,Senglea,Bus,Malta Public Transport,Multiple daily,Direct,0.25-0.5,2-5,"Standard: $2-$3, Day pass: $5",Three Cities
Malta,Valletta,Senglea,Taxi,Bolt,On demand,Direct,0.25-0.5,10-20,Standard fare,Three Cities
Malta,Valletta,Siġġiewi,Bus,Malta Public Transport,Several daily,Direct,0.75-1,2-5,"Standard: $2-$3, Day pass: $5",Southwest village
Malta,Valletta,Siġġiewi,Taxi,Bolt,On demand,Direct,0.75-1,20-30,Standard fare,Southwest village
Malta,Valletta,Sliema,Bus,Malta Public Transport,Multiple daily,Direct,0.25-0.5,2-5,"Standard: $2-$3, Day pass: $5",Short coastal
Malta,Valletta,Sliema,Taxi,eCabs,On demand,Direct,0.25-0.5,10-20,Standard fare,Coastal trip
Malta,Valletta,St. Julian's,Bus,Malta Public Transport,Multiple daily,Direct,0.25-0.5,2-5,"Standard: $2-$3, Day pass: $5",Nightlife area
Malta,Valletta,St. Julian's,Taxi,eCabs,On demand,Direct,0.25-0.5,10-20,Standard fare,Nightlife area
Malta,Valletta,St. Paul's Bay,Bus,Malta Public Transport,Multiple daily,Direct,0.75-1,2-5,"Standard: $2-$3, Day pass: $5",Northern coast
Malta,Valletta,St. Paul's Bay,Taxi,Bolt,On demand,Direct,0.75-1,20-30,Standard fare,Northern coast
Malta,Valletta,Swieqi,Bus,Malta Public Transport,Multiple daily,Direct,0.25-0.5,2-5,"Standard: $2-$3, Day pass: $5",Northern suburb
Malta,Valletta,Swieqi,Taxi,Bolt,On demand,Direct,0.25-0.5,10-20,Standard fare,Northern suburb
Malta,Valletta,Victoria (Gozo),Bus+Ferry,Malta Public Transport + Gozo Channel,Multiple daily,Via Ċirkewwa,1-1.5,7-15,"Bus: $2-$3, Ferry: $5-$7",Gozo capital
Malta,Valletta,Victoria (Gozo),Taxi+Ferry,Bolt + Gozo Channel,On demand,Via Ċirkewwa,1-1.5,25-40,"Taxi: $20-$30, Ferry: $5-$7",Gozo capital
Malta,Valletta,Żebbuġ,Bus,Malta Public Transport,Several daily,Direct,0.5-0.75,2-5,"Standard: $2-$3, Day pass: $5",Central village
Malta,Valletta,Żebbuġ,Taxi,eCabs,On demand,Direct,0.5-0.75,15-25,Standard fare,Central village
Malta,Valletta,Żurrieq,Bus,Malta Public Transport,Several daily,Direct,0.75-1,2-5,"Standard: $2-$3, Day pass: $5",Blue Grotto
Malta,Valletta,Żurrieq,Taxi,Bolt,On demand,Direct,0.75-1,20-30,Standard fare,Blue Grotto
Montenegro,Budva,Bar,Bus,Mediteran Express,Several daily,Direct,1-1.5,5-10,"Standard: $5-$8, Premium: $10",Coastal route
Montenegro,Budva,Bar,Bus,4 Decembar,Several daily,Direct,1-1.5,5-10,"Standard: $5-$8, Premium: $10",Coastal route
Montenegro,Budva,Bar,Bus,Globtour,Several daily,Direct,1-1.5,5-10,"Standard: $5-$8, Premium: $10",Coastal route
Montenegro,Budva,Bar,Taxi,Local Operators,On demand,Direct,1-1.5,20-35,Standard fare,Coastal link
Montenegro,Budva,Cetinje,Bus,Bozur,Several daily,Direct,1-1.5,5-10,"Standard: $5-$8, Premium: $10",Historic link
Montenegro,Budva,Cetinje,Bus,4 Decembar,Several daily,Direct,1-1.5,5-10,"Standard: $5-$8, Premium: $10",Historic link
Montenegro,Budva,Cetinje,Taxi,Local Operators,On demand,Direct,1-1.5,25-40,Standard fare,Historic link
Montenegro,Budva,Herceg Novi,Bus,4 Decembar,Several daily,Direct,1.5-2,5-12,"Standard: $5-$8, Premium: $12",Bay route
Montenegro,Budva,Herceg Novi,Bus,Globtour,Several daily,Direct,1.5-2,5-12,"Standard: $5-$8, Premium: $12",Bay route
Montenegro,Budva,Herceg Novi,Taxi,Local Operators,On demand,Direct,1.5-2,30-50,Standard fare,Bay trip
Montenegro,Budva,Kotor,Bus,Mediteran Express,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Short coastal
Montenegro,Budva,Kotor,Bus,Globtour,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Coastal short
Montenegro,Budva,Kotor,Bus,4 Decembar,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Coastal short
Montenegro,Budva,Tivat,Bus,Mediteran Express,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Coastal short
Montenegro,Budva,Tivat,Bus,4 Decembar,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Coastal short
Montenegro,Budva,Tivat,Taxi,Local Operators,On demand,Direct,0.5-1,15-25,Standard fare,Coastal short
Montenegro,Budva,Ulcinj,Bus,Globtour,Several daily,Direct,2-2.5,8-15,"Standard: $8-$12, Premium: $15",Southern coast
Montenegro,Budva,Ulcinj,Bus,Bozur,Several daily,Direct,2-2.5,8-15,"Standard: $8-$12, Premium: $15",Southern coast
Montenegro,Budva,Ulcinj,Taxi,Local Operators,On demand,Direct,2-2.5,40-60,Standard fare,Southern coast
Montenegro,Kotor,Budva,Bus,Mediteran Express,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Reverse coastal
Montenegro,Kotor,Budva,Bus,Bozur,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Coastal short
Montenegro,Kotor,Budva,Taxi,Local Operators,On demand,Direct,0.5-1,15-25,Standard fare,Reverse coastal
Montenegro,Kotor,Herceg Novi,Bus,Bozur,Several daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Bay link
Montenegro,Kotor,Herceg Novi,Taxi,Local Operators,On demand,Direct,0.5-1,15-25,Standard fare,Bay trip
Montenegro,Kotor,Perast,Bus,Bozur,Several daily,Direct,0.5,3-8,"Standard: $3-$5, Premium: $8",Bay of Kotor
Montenegro,Kotor,Perast,Bus,Globtour,Several daily,Direct,0.5,3-8,"Standard: $3-$5, Premium: $8",Bay of Kotor
Montenegro,Kotor,Perast,Taxi,Local Operators,On demand,Direct,0.5,10-20,Standard fare,Bay of Kotor
Montenegro,Kotor,Tivat,Bus,Mediteran Express,Multiple daily,Direct,0.5,3-8,"Standard: $3-$5, Premium: $8",Reverse bay
Montenegro,Kotor,Tivat,Bus,4 Decembar,Multiple daily,Direct,0.5,3-8,"Standard: $3-$5, Premium: $8",Bay link
Montenegro,Kotor,Tivat,Bus,Mediteran Express,Multiple daily,Direct,0.5,3-8,"Standard: $3-$5, Premium: $8",Bay link
Montenegro,Podgorica,Bar,Bus,4 Decembar,Multiple daily,Direct,1-1.5,5-10,"Standard: $5-$8, Premium: $10",Reverse coastal
Montenegro,Podgorica,Bar,Bus,Mediteran Express,Multiple daily,Direct,1-1.5,5-10,"Standard: $5-$8, Premium: $10",Adriatic route
Montenegro,Podgorica,Bar,Taxi,Local Operators,On demand,Direct,1-1.5,20-35,Standard fare,Negotiable rates
Montenegro,Podgorica,Bar,Train,Montenegro Railways,Several daily,Direct,1-1.5,5-10,"Standard: $5-$7, First-class: $10",Adriatic link
Montenegro,Podgorica,Berane,Bus,4 Decembar,Daily,Direct,3-4,10-20,"Standard: $10-$15, Premium: $20",Northeast inland
Montenegro,Podgorica,Berane,Bus,Bozur,Daily,Direct,3-4,10-20,"Standard: $10-$15, Premium: $20",Northeast inland
Montenegro,Podgorica,Berane,Taxi,Local Operators,On demand,Direct,3-4,60-100,Standard fare,Northeast inland
Montenegro,Podgorica,Bijelo Polje,Bus,4 Decembar,Several daily,Direct,2-2.5,8-15,"Standard: $8-$12, Premium: $15",Northern route
Montenegro,Podgorica,Bijelo Polje,Train,Montenegro Railways,Several daily,Direct,2-2.5,8-15,"Standard: $8-$12, First-class: $15",Northern rail
Montenegro,Podgorica,Budva,Bus,Bozur,Multiple daily,Direct,1-1.5,5-10,"Standard: $5-$8, Premium: $10",Coastal route
Montenegro,Podgorica,Budva,Taxi,Local Operators,On demand,Direct,1-1.5,25-40,Standard fare,Coastal trip
Montenegro,Podgorica,Cetinje,Bus,Bozur,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Historic capital
Montenegro,Podgorica,Cetinje,Bus,4 Decembar,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Historic capital
Montenegro,Podgorica,Cetinje,Taxi,Local Operators,On demand,Direct,0.5-1,15-25,Standard fare,Historic trip
Montenegro,Podgorica,Danilovgrad,Bus,4 Decembar,Multiple daily,Direct,0.5,3-8,"Standard: $3-$5, Premium: $8",Short inland
Montenegro,Podgorica,Danilovgrad,Bus,Bozur,Multiple daily,Direct,0.5,3-8,"Standard: $3-$5, Premium: $8",Short inland
Montenegro,Podgorica,Danilovgrad,Taxi,Local Operators,On demand,Direct,0.5,10-20,Standard fare,Short inland
Montenegro,Podgorica,Herceg Novi,Bus,Bozur,Several daily,Direct,2-2.5,8-15,"Standard: $8-$12, Premium: $15",Bay of Kotor
Montenegro,Podgorica,Herceg Novi,Bus,Mediteran Express,Several daily,Direct,2-2.5,8-15,"Standard: $8-$12, Premium: $15",Bay of Kotor
Montenegro,Podgorica,Herceg Novi,Taxi,Local Operators,On demand,Direct,2-2.5,40-60,Standard fare,Bay route
Montenegro,Podgorica,Kolašin,Bus,Bozur,Several daily,Direct,1.5-2,5-12,"Standard: $5-$8, Premium: $12",Mountain route
Montenegro,Podgorica,Kolašin,Bus,4 Decembar,Several daily,Direct,1.5-2,5-12,"Standard: $5-$8, Premium: $12",Mountain route
Montenegro,Podgorica,Kolašin,Taxi,Local Operators,On demand,Direct,1.5-2,30-50,Standard fare,Mountain route
Montenegro,Podgorica,Kotor,Bus,4 Decembar,Multiple daily,Direct,1.5-2,5-12,"Standard: $5-$8, Premium: $12",Bay of Kotor
Montenegro,Podgorica,Kotor,Taxi,Local Operators,On demand,Direct,1.5-2,30-50,Standard fare,Bay of Kotor
Montenegro,Podgorica,Nikšić,Bus,4 Decembar,Multiple daily,Direct,1-1.5,5-10,"Standard: $5-$8, Premium: $10",Inland route
Montenegro,Podgorica,Nikšić,Bus,Globtour,Multiple daily,Direct,1-1.5,5-10,"Standard: $5-$8, Premium: $10",Inland route
Montenegro,Podgorica,Nikšić,Taxi,Local Operators,On demand,Direct,1-1.5,25-40,Standard fare,Inland trip
Montenegro,Podgorica,Nikšić,Train,Montenegro Railways,Several daily,Direct,1-1.5,5-10,"Standard: $5-$7, First-class: $10",Inland rail
Montenegro,Podgorica,Plav,Bus,Globtour,Daily,Direct,4-5,15-25,"Standard: $15-$20, Premium: $25",Mountain northeast
Montenegro,Podgorica,Plav,Taxi,Local Operators,On demand,Direct,4-5,80-120,Standard fare,Mountain northeast
Montenegro,Podgorica,Pljevlja,Bus,4 Decembar,Several daily,Direct,2.5-3,8-15,"Standard: $8-$12, Premium: $15",Northern inland
Montenegro,Podgorica,Pljevlja,Bus,Bozur,Several daily,Direct,2.5-3,8-15,"Standard: $8-$12, Premium: $15",Northern inland
Montenegro,Podgorica,Pljevlja,Taxi,Local Operators,On demand,Direct,2.5-3,50-80,Standard fare,Northern inland
Montenegro,Podgorica,Rožaje,Bus,Bozur,Daily,Direct,3-4,10-20,"Standard: $10-$15, Premium: $20",Northern border
Montenegro,Podgorica,Rožaje,Bus,4 Decembar,Daily,Direct,3-4,10-20,"Standard: $10-$15, Premium: $20",Northern border
Montenegro,Podgorica,Rožaje,Taxi,Local Operators,On demand,Direct,3-4,60-100,Standard fare,Northern border
Montenegro,Podgorica,Tivat,Bus,Globtour,Several daily,Direct,1.5-2,5-12,"Standard: $5-$8, Premium: $12",Airport route
Montenegro,Podgorica,Tivat,Taxi,Local Operators,On demand,Direct,1.5-2,30-50,Standard fare,Airport route
Montenegro,Podgorica,Ulcinj,Bus,Globtour,Several daily,Direct,2-2.5,8-15,"Standard: $8-$12, Premium: $15",Southern coast
Montenegro,Podgorica,Ulcinj,Bus,Bozur,Several daily,Direct,2-2.5,8-15,"Standard: $8-$12, Premium: $15",Southern coast
Montenegro,Podgorica,Ulcinj,Taxi,Local Operators,On demand,Direct,2-2.5,40-60,Standard fare,Southern coast
Montenegro,Podgorica,Žabljak,Bus,Globtour,Daily,Direct,3-4,10-20,"Standard: $10-$15, Premium: $20",Durmitor mountains
Montenegro,Podgorica,Žabljak,Bus,4 Decembar,Daily,Direct,3-4,10-20,"Standard: $10-$15, Premium: $20",Durmitor mountains
Montenegro,Podgorica,Žabljak,Taxi,Local Operators,On demand,Direct,3-4,60-100,Standard fare,Mountain journey
Montenegro,Tivat,Budva,Bus,Globtour,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Reverse coastal
Montenegro,Tivat,Budva,Bus,Bozur,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Coastal short
Montenegro,Tivat,Budva,Bus,Mediteran Express,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Coastal short
Montenegro,Tivat,Herceg Novi,Bus,Globtour,Several daily,Direct,1-1.5,5-10,"Standard: $5-$8, Premium: $10",Bay of Kotor
Montenegro,Tivat,Herceg Novi,Bus,4 Decembar,Several daily,Direct,1-1.5,5-10,"Standard: $5-$8, Premium: $10",Bay route
Montenegro,Tivat,Herceg Novi,Taxi,Local Operators,On demand,Direct,1-1.5,25-40,Standard fare,Bay of Kotor
Montenegro,Tivat,Kotor,Bus,Bozur,Multiple daily,Direct,0.5,3-8,"Standard: $3-$5, Premium: $8",Bay of Kotor
Montenegro,Tivat,Kotor,Bus,Globtour,Multiple daily,Direct,0.5,3-8,"Standard: $3-$5, Premium: $8",Bay link
Montenegro,Tivat,Kotor,Taxi,Local Operators,On demand,Direct,0.5,10-20,Standard fare,Short bay
Morocco,Agadir,Guelmim,Bus,CTM,Daily,Direct,4-5,10-25,"Standard: $10-$15, Premium: $25",Desert gate
Morocco,Agadir,Imouzzer,Bus,CTM,Daily,Direct,2-3,8-15,"Standard: $8-$12, Premium: $15",Waterfall route
Morocco,Agadir,Laayoune,Bus,CTM,Daily,Direct,12-14,25-50,"Standard: $25-$35, Premium: $50",Western Sahara
Morocco,Agadir,Marrakech,Flight,Royal Air Maroc,Daily,Direct,1,40-100,"Economy: $40-$70, Business: $100",Tourist hub link
Morocco,Agadir,Mirleft,Bus,Supratours,Daily,Direct,2-3,8-15,"Standard: $8-$12, Premium: $15",Surfing spot
Morocco,Agadir,Sidi Ifni,Bus,Supratours,Several daily,Direct,2-3,8-15,"Standard: $8-$12, Premium: $15",Fishing town
Morocco,Agadir,Taghazout,Bus,CTM,Several daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Surf village
Morocco,Agadir,Taroudant,Bus,CTM,Several daily,Direct,1-2,5-10,"Standard: $5-$8, Premium: $10",Southern short trip
Morocco,Agadir,Tiznit,Bus,CTM,Several daily,Direct,1.5-2,5-12,"Standard: $5-$8, Premium: $12",Southern market town
Morocco,Casablanca,Agadir,Flight,Royal Air Maroc,Daily,Direct,1,40-100,"Economy: $40-$70, Business: $100",Seasonal pricing
Morocco,Casablanca,Azemmour,Bus,CTM,Several daily,Direct,2-3,8-15,"Standard: $8-$12, Premium: $15",Coastal artisan town
Morocco,Casablanca,Benslimane,Train,ONCF,Multiple daily,Direct,1-1.5,5-12,"Standard: $5-$8, First-class: $12",Quiet retreat
Morocco,Casablanca,Berkane,Bus,CTM,Daily,Direct,12-14,25-50,"Standard: $25-$35, Premium: $50",Long-distance east
Morocco,Casablanca,Berrechid,Train,ONCF,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, First-class: $8",Industrial suburb
Morocco,Casablanca,El Jadida,Train,ONCF,Multiple daily,Direct,1-1.5,5-12,"Standard: $5-$8, First-class: $12",Coastal short trip
Morocco,Casablanca,Essaouira,Bus,CTM,Daily,Direct,6-7,15-30,"Standard: $15-$20, Premium: $30",Coastal journey
Morocco,Casablanca,Kenitra,Train,ONCF,Multiple daily,Direct,2-2.5,8-20,"Standard: $8-$12, First-class: $20",Industrial north
Morocco,Casablanca,Khenifra,Bus,CTM,Daily,Direct,5-6,15-25,"Standard: $15-$20, Premium: $25",Middle Atlas
Morocco,Casablanca,Khouribga,Train,ONCF,Multiple daily,Direct,2-3,8-15,"Standard: $8-$12, First-class: $15",Phosphate region
Morocco,Casablanca,Larache,Bus,CTM,Daily,Direct,4-5,15-25,"Standard: $15-$20, Premium: $25",Northern coast
Morocco,Casablanca,Marrakech,Train,ONCF,Multiple daily,Direct,3-3.5,10-25,"Standard: $10-$15, First-class: $25",Air-conditioned first-class available
Morocco,Casablanca,Mohammedia,Train,ONCF,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, First-class: $8",Commuter route
Morocco,Casablanca,Nador,Flight,Royal Air Maroc,Daily,Direct,1.5,50-120,"Economy: $50-$80, Business: $120",Rif region link
Morocco,Casablanca,Oualidia,Bus,CTM,Daily,Direct,3-4,10-20,"Standard: $10-$15, Premium: $20",Lagoon coast
Morocco,Casablanca,Oujda,Train,ONCF,Several daily,Direct,10-12,20-50,"Standard: $20-$30, Sleeper: $50",Overnight option available
Morocco,Casablanca,Rabat,Train,ONCF,Multiple daily,Direct,1-1.5,5-15,"Standard: $5-$10, First-class: $15",Frequent service
Morocco,Casablanca,Safi,Bus,CTM,Several daily,Direct,3-4,10-20,"Standard: $10-$15, Premium: $20",Coastal industrial route
Morocco,Casablanca,Settat,Bus,CTM,Several daily,Direct,1-2,5-12,"Standard: $5-$8, Premium: $12",Industrial short trip
Morocco,Casablanca,Settat,Train,ONCF,Multiple daily,Direct,1-1.5,5-12,"Standard: $5-$8, First-class: $12",Industrial region
Morocco,Casablanca,Sidi Kacem,Train,ONCF,Multiple daily,Direct,3-4,10-20,"Standard: $10-$15, First-class: $20",Agricultural hub
Morocco,Casablanca,Tangier,Train,ONCF,Multiple daily,Direct,5-6,15-40,"Standard: $15-$25, First-class: $40",Al Boraq high-speed available
Morocco,Casablanca,Taza,Train,ONCF,Several daily,Via Fes,6-7,15-35,"Standard: $15-$25, First-class: $35",Rif gateway
Morocco,Casablanca,Tiflet,Train,ONCF,Multiple daily,Direct,1.5-2,5-12,"Standard: $5-$8, First-class: $12",Quiet town
Morocco,Fes,Bhalil,Grand Taxi,Local Operators,Frequent,Direct,0.5-1,3-8,"Per seat, negotiable",Cave dwellings
Morocco,Fes,Chefchaouen,Bus,CTM,Daily,Direct,4-5,10-25,"Standard: $10-$15, Premium: $25",Rif Mountains scenic route
Morocco,Fes,Ifrane,Grand Taxi,Local Operators,Frequent,Direct,1-2,5-12,"Per seat, negotiable",Mountain retreat
Morocco,Fes,Meknes,Train,ONCF,Multiple daily,Direct,0.5-1,5-10,"Standard: $5-$7, First-class: $10",Short intercity link
Morocco,Fes,Midelt,Bus,Supratours,Daily,Direct,4-5,10-25,"Standard: $10-$15, Premium: $25",Middle Atlas
Morocco,Fes,Moulay Idriss,Grand Taxi,Local Operators,Frequent,Direct,1-1.5,5-10,"Per seat, negotiable",Holy town
Morocco,Fes,Ouarzazate,Bus,CTM,Daily,Via Marrakech,10-12,20-40,"Standard: $20-$30, Premium: $40",Film studio route
Morocco,Fes,Rabat,Bus,CTM,Several daily,Direct,3-4,10-20,"Standard: $10-$15, Premium: $20",Reverse capital link
Morocco,Fes,Sefrou,Grand Taxi,Local Operators,Frequent,Direct,0.5-1,3-8,"Per seat, negotiable",Cherry festival town
Morocco,Fes,Taourirt,Train,ONCF,Several daily,Direct,4-5,10-25,"Standard: $10-$15, First-class: $25",Eastern route
Morocco,Fes,Tetouan,Bus,CTM,Daily,Direct,6-7,15-30,"Standard: $15-$20, Premium: $30",Northern crossing
Morocco,Fes,Volubilis,Grand Taxi,Local Operators,Frequent,Direct,1-1.5,5-12,"Per seat, negotiable",Roman ruins
Morocco,Marrakech,Agadir,Bus,CTM,Several daily,Direct,3-4,10-20,"Standard: $10-$15, Premium: $20",Wi-Fi on premium buses
Morocco,Marrakech,Azrou,Bus,CTM,Daily,Via Beni Mellal,6-7,15-30,"Standard: $15-$20, Premium: $30",Cedar forest
Morocco,Marrakech,Beni Mellal,Bus,Supratours,Daily,Direct,4-5,10-25,"Standard: $10-$15, Premium: $25",Atlas foothills
